행정구역,총인구수,연령구간인구수,2022년04월_계_0~9세,2022년04월_계_10~19세,2022년04월_계_20~29세,2022년04월_계_30~39세,2022년04월_계_40~49세,2022년04월_계_50~59세,2022년04월_계_60~69세,2022년04월_계_70~79세,2022년04월_계_80~89세,2022년04월_계_90~99세,2022년04월_계_100세 이상,2022년04월_남_총인구수,2022년04월_남_연령구간인구수,2022년04월_남_0~9세,2022년04월_남_10~19세,2022년04월_남_20~29세,2022년04월_남_30~39세,2022년04월_남_40~49세,2022년04월_남_50~59세,2022년04월_남_60~69세,2022년04월_남_70~79세,2022년04월_남_80~89세,2022년04월_남_90~99세,2022년04월_남_100세 이상,2022년04월_여_총인구수,2022년04월_여_연령구간인구수,2022년04월_여_0~9세,2022년04월_여_10~19세,2022년04월_여_20~29세,2022년04월_여_30~39세,2022년04월_여_40~49세,2022년04월_여_50~59세,2022년04월_여_60~69세,2022년04월_여_70~79세,2022년04월_여_80~89세,2022년04월_여_90~99세,2022년04월_여_100세 이상
대전광역시 대덕구 신탄진동(3023055000),14422,14422,844,1083,1897,1965,1963,2648,2274,1113,566,64,5,7435,7435,423,587,1053,1135,1019,1367,1101,525,215,10,0,6987,6987,421,496,844,830,944,1281,1173,588,351,54,5
대전광역시 대덕구 석봉동(3023056000),16230,16230,1898,1478,1860,2759,2697,2566,1884,666,359,62,1,8323,8323,978,771,1013,1414,1454,1269,952,326,130,16,0,7907,7907,920,707,847,1345,1243,1297,932,340,229,46,1
대전광역시 대덕구 덕암동(3023057000),13532,13532,686,1089,2028,1663,2011,2573,1915,998,504,62,3,7210,7210,349,566,1169,1000,1087,1421,961,451,190,16,0,6322,6322,337,523,859,663,924,1152,954,547,314,46,3
대전광역시 대덕구 목상동(3023058000),6441,6441,389,536,996,990,1114,1161,774,312,144,23,2,3526,3526,199,267,583,620,646,615,396,153,46,1,0,2915,2915,190,269,413,370,468,546,378,159,98,22,2
대전광역시 대덕구 법1동(3023060000),13014,13014,839,986,1626,1567,1690,2512,2132,1084,513,63,2,6139,6139,414,490,865,819,833,1149,995,421,142,11,0,6875,6875,425,496,761,748,857,1363,1137,663,371,52,2
대전광역시 대덕구 법2동(3023061000),15720,15720,835,1384,2021,1436,2131,3169,2816,1243,598,86,1,7679,7679,431,717,1142,765,990,1490,1384,556,186,17,1,8041,8041,404,667,879,671,1141,1679,1432,687,412,69,0
울산광역시  (3100000000),1117204,1117204,89425,109457,134971,142549,183381,206563,158060,64484,24914,3336,64,573984,573984,45922,57552,76143,76154,93899,104574,79631,30891,8608,605,5,543220,543220,43503,51905,58828,66395,89482,101989,78429,33593,16306,2731,59
울산광역시 중구 (3111000000),211249,211249,14739,19290,24575,24594,32828,39903,33814,15157,5658,678,13,106981,106981,7571,10320,13792,12957,16812,19804,16541,7011,2048,123,2,104268,104268,7168,8970,10783,11637,16016,20099,17273,8146,3610,555,11
울산광역시 중구 학성동(3111051000),11211,11211,518,659,1279,1335,1507,1926,2154,1292,485,53,3,5717,5717,257,348,687,754,851,1048,1026,566,174,6,0,5494,5494,261,311,592,581,656,878,1128,726,311,47,3
울산광역시 중구 반구1동(3111052000),16616,16616,1241,1283,1866,2249,2578,3187,2721,1090,350,49,2,8647,8647,627,672,1060,1222,1399,1646,1349,528,138,6,0,7969,7969,614,611,806,1027,1179,1541,1372,562,212,43,2
울산광역시 중구 반구2동(3111053000),8601,8601,362,553,1228,988,1087,1700,1540,816,285,42,0,4363,4363,197,295,663,539,573,845,734,395,114,8,0,4238,4238,165,258,565,449,514,855,806,421,171,34,0
울산광역시 중구 복산1동(3111054000),4158,4158,184,278,472,452,450,824,898,438,145,17,0,2075,2075,109,150,258,259,230,378,442,193,53,3,0,2083,2083,75,128,214,193,220,446,456,245,92,14,0
울산광역시 중구 복산2동(3111055000),11117,11117,852,1059,1371,1572,1688,2038,1549,699,249,40,0,5528,5528,419,554,754,838,841,970,725,340,78,9,0,5589,5589,433,505,617,734,847,1068,824,359,171,31,0
울산광역시 중구 중앙동(3111058500),12534,12534,395,590,1413,1238,1473,2372,2850,1551,601,50,1,6450,6450,213,312,803,724,817,1217,1456,671,225,11,1,6084,6084,182,278,610,514,656,1155,1394,880,376,39,0
울산광역시 중구 우정동(3111059000),17998,17998,1174,1508,2035,2139,2618,3221,3153,1453,630,67,0,8961,8961,633,826,1109,1100,1348,1564,1518,619,226,18,0,9037,9037,541,682,926,1039,1270,1657,1635,834,404,49,0
울산광역시 중구 태화동(3111060000),32788,32788,3060,3648,3495,3977,5821,5731,4539,1852,591,72,2,16353,16353,1636,1935,1976,1948,2844,2710,2189,893,211,11,0,16435,16435,1424,1713,1519,2029,2977,3021,2350,959,380,61,2
울산광역시 중구 다운동(3111061000),22669,22669,907,1866,2984,2036,3031,4948,4100,1877,830,90,0,11559,11559,457,1038,1733,1147,1522,2461,2026,873,283,19,0,11110,11110,450,828,1251,889,1509,2487,2074,1004,547,71,0
울산광역시 중구 병영1동(3111062000),21859,21859,1319,2127,2715,2182,3137,4587,3731,1494,497,69,1,11144,11144,661,1155,1565,1161,1557,2264,1849,722,195,15,0,10715,10715,658,972,1150,1021,1580,2323,1882,772,302,54,1
울산광역시 중구 병영2동(3111063000),20199,20199,1805,1960,2092,2586,3406,3589,3089,1170,453,48,1,10187,10187,880,1039,1211,1322,1796,1746,1499,534,155,5,0,10012,10012,925,921,881,1264,1610,1843,1590,636,298,43,1
울산광역시 중구 약사동(3111064000),10743,10743,1243,1268,1217,1515,1837,1980,1117,389,152,24,1,5384,5384,617,676,662,736,884,1000,564,178,61,6,0,5359,5359,626,592,555,779,953,980,553,211,91,18,1
울산광역시 중구 성안동(3111065000),20756,20756,1679,2491,2408,2325,4195,3800,2373,1036,390,57,2,10613,10613,865,1320,1311,1207,2150,1955,1164,499,135,6,1,10143,10143,814,1171,1097,1118,2045,1845,1209,537,255,51,1
울산광역시 남구 (3114000000),312148,312148,22029,28822,42582,40436,49177,60362,44314,17481,6219,714,12,159223,159223,11303,15245,23818,21759,24272,30091,22030,8327,2241,137,0,152925,152925,10726,13577,18764,18677,24905,30271,22284,9154,3978,577,12
울산광역시 남구 신정1동(3114051000),18097,18097,756,1031,2314,2268,2315,3364,3633,1745,610,55,6,9092,9092,395,533,1279,1274,1234,1644,1716,783,225,9,0,9005,9005,361,498,1035,994,1081,1720,1917,962,385,46,6
울산광역시 남구 신정2동(3114052000),23847,23847,1840,3011,2908,2607,4188,4648,2885,1303,404,53,0,12176,12176,961,1625,1651,1363,1939,2384,1463,614,166,10,0,11671,11671,879,1386,1257,1244,2249,2264,1422,689,238,43,0
울산광역시 남구 신정3동(3114053000),16277,16277,1185,1182,2013,2029,2425,3216,2651,1113,409,54,0,8271,8271,594,631,1119,1068,1264,1600,1312,512,162,9,0,8006,8006,591,551,894,961,1161,1616,1339,601,247,45,0
울산광역시 남구 신정4동(3114054000),20790,20790,1682,2286,2633,2596,3534,3744,2716,1170,379,50,0,10494,10494,871,1201,1441,1390,1684,1879,1313,554,151,10,0,10296,10296,811,1085,1192,1206,1850,1865,1403,616,228,40,0
울산광역시 남구 신정5동(3114055000),8867,8867,444,595,1326,1277,1376,1669,1326,620,215,19,0,4740,4740,225,316,752,756,742,876,683,305,84,1,0,4127,4127,219,279,574,521,634,793,643,315,131,18,0
울산광역시 남구 달동(3114056000),27063,27063,1499,1928,4027,3805,4060,5201,4219,1569,683,70,2,13644,13644,763,1019,2190,2088,2046,2533,2043,715,230,17,0,13419,13419,736,909,1837,1717,2014,2668,2176,854,453,53,2
울산광역시 남구 삼산동(3114057000),49006,49006,3294,4216,7714,7601,8254,9412,5969,1924,542,80,0,25540,25540,1667,2238,4271,4235,4114,4742,3052,1019,187,15,0,23466,23466,1627,1978,3443,3366,4140,4670,2917,905,355,65,0
울산광역시 남구 삼호동(3114058500),20282,20282,1090,1552,2942,2236,2708,4565,3298,1287,539,65,0,10331,10331,602,808,1650,1222,1387,2235,1656,580,180,11,0,9951,9951,488,744,1292,1014,1321,2330,1642,707,359,54,0
울산광역시 남구 무거동(3114059500),31770,31770,1939,3254,5741,3476,4740,6787,3829,1372,574,58,0,16313,16313,992,1699,3343,1886,2255,3322,1963,637,204,12,0,15457,15457,947,1555,2398,1590,2485,3465,1866,735,370,46,0
울산광역시 남구 옥동(3114060000),26123,26123,2040,2984,3349,3084,4102,5355,3569,1178,413,49,0,13136,13136,1063,1622,1940,1581,1843,2558,1787,593,139,10,0,12987,12987,977,1362,1409,1503,2259,2797,1782,585,274,39,0
울산광역시 남구 대현동(3114062500),29713,29713,3158,3300,3055,4215,5433,4776,3669,1535,526,45,1,14868,14868,1616,1709,1671,2095,2656,2422,1757,739,191,12,0,14845,14845,1542,1591,1384,2120,2777,2354,1912,796,335,33,1
울산광역시 남구 수암동(3114063500),16623,16623,1478,1780,2007,2211,2558,3190,2342,779,243,33,2,8312,8312,735,925,1094,1118,1210,1565,1183,389,88,5,0,8311,8311,743,855,913,1093,1348,1625,1159,390,155,28,2
울산광역시 남구 선암동(3114064000),14184,14184,1034,1197,1694,1826,2228,2693,2314,860,306,32,0,7305,7305,522,642,925,990,1174,1360,1155,440,91,6,0,6879,6879,512,555,769,836,1054,1333,1159,420,215,26,0
울산광역시 남구 야음장생포동(3114067000),9506,9506,590,506,859,1205,1256,1742,1894,1026,376,51,1,5001,5001,297,277,492,693,724,971,947,447,143,10,0,4505,4505,293,229,367,512,532,771,947,579,233,41,1
울산광역시 동구 (3117000000),153164,153164,13143,15641,16551,20696,26280,24584,23945,9206,2749,361,8,79975,79975,6716,8325,9246,11399,14305,12426,11804,4729,967,57,1,73189,73189,6427,7316,7305,9297,11975,12158,12141,4477,1782,304,7
울산광역시 동구 방어동(3117051000),39975,39975,3241,4155,4360,5495,7384,6648,5672,2208,713,97,2,21555,21555,1663,2268,2501,3166,4265,3517,2828,1102,236,9,0,18420,18420,1578,1887,1859,2329,3119,3131,2844,1106,477,88,2
울산광역시 동구 일산동(3117052000),5674,5674,223,342,699,701,821,980,1179,553,160,16,0,3036,3036,109,185,398,440,490,504,556,287,63,4,0,2638,2638,114,157,301,261,331,476,623,266,97,12,0
울산광역시 동구 화정동(3117053000),19289,19289,1971,1923,1892,2602,3271,3080,2884,1168,444,52,2,9901,9901,999,1010,1043,1338,1766,1588,1433,571,142,11,0,9388,9388,972,913,849,1264,1505,1492,1451,597,302,41,2
울산광역시 동구 대송동(3117054000),11451,11451,789,1134,1435,1368,1918,2189,1822,591,183,21,1,6020,6020,409,614,795,769,1001,1126,932,300,70,4,0,5431,5431,380,520,640,599,917,1063,890,291,113,17,1
울산광역시 동구 전하1동(3117055000),14999,14999,1246,1393,1910,2034,2402,2301,2334,1061,283,33,2,7730,7730,649,771,942,1110,1322,1140,1113,571,104,7,1,7269,7269,597,622,968,924,1080,1161,1221,490,179,26,1
울산광역시 동구 전하2동(3117056000),20375,20375,1871,2342,2171,2479,3429,3625,3059,1044,303,51,1,10340,10340,928,1183,1196,1264,1756,1809,1543,549,105,7,0,10035,10035,943,1159,975,1215,1673,1816,1516,495,198,44,1
울산광역시 동구 남목1동(3117058000),8649,8649,573,927,814,978,1411,1332,1703,694,196,21,0,4411,4411,300,463,465,555,736,656,812,348,74,2,0,4238,4238,273,464,349,423,675,676,891,346,122,19,0
울산광역시 동구 남목2동(3117059000),20852,20852,2131,2147,2222,3443,3554,2691,3295,1113,220,36,0,10986,10986,1101,1166,1318,1918,1878,1276,1601,624,97,7,0,9866,9866,1030,981,904,1525,1676,1415,1694,489,123,29,0
울산광역시 동구 남목3동(3117060000),11900,11900,1098,1278,1048,1596,2090,1738,1997,774,247,34,0,5996,5996,558,665,588,839,1091,810,986,377,76,6,0,5904,5904,540,613,460,757,999,928,1011,397,171,28,0
울산광역시 북구 (3120000000),218947,218947,23506,23930,25687,32430,39352,38985,23135,8108,3321,478,15,113264,113264,12094,12383,14665,16969,20170,19799,12190,3856,1057,80,1,105683,105683,11412,11547,11022,15461,19182,19186,10945,4252,2264,398,14
울산광역시 북구 농소1동(3120051000),36636,36636,4215,4046,3753,5257,6812,6199,4081,1596,596,79,2,18749,18749,2186,2071,2088,2694,3538,3104,2132,739,184,13,0,17887,17887,2029,1975,1665,2563,3274,3095,1949,857,412,66,2
울산광역시 북구 농소2동(3120052000),42071,42071,5368,5015,4327,6781,8065,6693,3830,1346,565,79,2,21314,21314,2782,2526,2361,3433,4089,3349,1957,627,178,12,0,20757,20757,2586,2489,1966,3348,3976,3344,1873,719,387,67,2
울산광역시 북구 농소3동(3120053000),37852,37852,3220,6011,4674,3477,7990,7472,3047,1317,564,78,2,19214,19214,1649,3184,2553,1736,3715,3952,1640,584,185,15,1,18638,18638,1571,2827,2121,1741,4275,3520,1407,733,379,63,1
울산광역시 북구 강동동(3120054000),16328,16328,2453,1509,1028,3037,3072,2092,1974,724,372,63,4,8365,8365,1231,770,575,1496,1709,1070,1027,355,118,14,0,7963,7963,1222,739,453,1541,1363,1022,947,369,254,49,4
울산광역시 북구 효문동(3120056000),29400,29400,2585,2065,4232,4879,4253,6112,3713,1074,416,69,2,15808,15808,1368,1071,2505,2805,2311,3059,2004,542,132,11,0,13592,13592,1217,994,1727,2074,1942,3053,1709,532,284,58,2
울산광역시 북구 송정동(3120057000),36746,36746,4256,3773,4712,5994,6207,6747,3471,1045,466,74,1,18632,18632,2167,1949,2555,3005,3097,3316,1872,525,136,10,0,18114,18114,2089,1824,2157,2989,3110,3431,1599,520,330,64,1
울산광역시 북구 양정동(3120058000),9703,9703,682,736,1679,1557,1443,1730,1311,418,129,18,0,5655,5655,326,385,1223,974,831,969,686,218,40,3,0,4048,4048,356,351,456,583,612,761,625,200,89,15,0
울산광역시 북구 염포동(3120059000),10211,10211,727,775,1282,1448,1510,1940,1708,588,213,18,2,5527,5527,385,427,805,826,880,980,872,266,84,2,0,4684,4684,342,348,477,622,630,960,836,322,129,16,2
울산광역시 울주군 (3171000000),221696,221696,16008,21774,25576,24393,35744,42729,32852,14532,6967,1105,16,114541,114541,8238,11279,14622,13070,18340,22454,17066,6968,2295,208,1,107155,107155,7770,10495,10954,11323,17404,20275,15786,7564,4672,897,15
울산광역시 울주군 온산읍(3171025000),20399,20399,1339,1602,2463,2718,3639,4120,2761,1169,514,71,3,11791,11791,702,871,1534,1734,2244,2501,1471,562,163,9,0,8608,8608,637,731,929,984,1395,1619,1290,607,351,62,3
울산광역시 울주군 언양읍(3171025300),28227,28227,2225,2773,3216,3103,4446,5220,4306,1872,904,156,6,14102,14102,1093,1414,1799,1611,2214,2581,2179,892,292,27,0,14125,14125,1132,1359,1417,1492,2232,2639,2127,980,612,129,6
울산광역시 울주군 온양읍(3171025600),28660,28660,2331,3203,3222,3319,5161,5392,3644,1537,746,105,0,14898,14898,1180,1633,1792,1755,2700,2918,1940,723,237,20,0,13762,13762,1151,1570,1430,1564,2461,2474,1704,814,509,85,0
울산광역시 울주군 범서읍(3171025900),69391,69391,5890,9610,8985,7038,12850,13462,7445,2747,1201,163,0,34874,34874,3065,4982,5028,3433,5917,6843,3873,1293,410,30,0,34517,34517,2825,4628,3957,3605,6933,6619,3572,1454,791,133,0
울산광역시 울주군 청량읍(3171026200),19003,19003,1606,1502,2107,2715,2833,3529,2848,1233,543,87,0,9804,9804,836,738,1173,1448,1483,1855,1494,590,172,15,0,9199,9199,770,764,934,1267,1350,1674,1354,643,371,72,0
울산광역시 울주군 삼남읍(3171026500),22730,22730,1436,1506,2825,2945,3270,4448,3770,1690,711,127,2,11774,11774,751,793,1663,1624,1718,2239,1908,813,236,29,0,10956,10956,685,713,1162,1321,1552,2209,1862,877,475,98,2
울산광역시 울주군 서생면(3171031000),8420,8420,450,485,762,839,1177,1546,1729,932,430,70,0,4536,4536,233,252,464,458,726,922,868,439,160,14,0,3884,3884,217,233,298,381,451,624,861,493,270,56,0
울산광역시 울주군 웅촌면(3171034000),7754,7754,285,344,815,632,764,1562,1833,929,507,83,0,3994,3994,143,190,476,354,433,800,972,445,161,20,0,3760,3760,142,154,339,278,331,762,861,484,346,63,0
울산광역시 울주군 두동면(3171036000),4274,4274,138,198,278,277,403,886,1150,563,319,60,2,2206,2206,66,105,160,164,229,473,614,290,96,9,0,2068,2068,72,93,118,113,174,413,536,273,223,51,2
울산광역시 울주군 두서면(3171037000),3097,3097,45,100,160,185,221,527,887,549,363,59,1,1552,1552,26,51,89,108,133,285,470,261,117,11,1,1545,1545,19,49,71,77,88,242,417,288,246,48,0
울산광역시 울주군 상북면(3171038000),7975,7975,233,400,643,518,840,1690,1977,1032,541,100,1,4081,4081,128,224,382,312,451,845,1016,517,185,21,0,3894,3894,105,176,261,206,389,845,961,515,356,79,1
울산광역시 울주군 삼동면(3171040000),1766,1766,30,51,100,104,140,347,502,279,188,24,1,929,929,15,26,62,69,92,192,261,143,66,3,0,837,837,15,25,38,35,48,155,241,136,122,21,1
세종특별자치시  (3600000000),378196,378196,47021,46963,39015,61611,74700,50270,34347,15128,7778,1331,32,188778,188778,23986,23665,20005,30034,37651,26327,17053,7061,2717,272,7,189418,189418,23035,23298,19010,31577,37049,23943,17294,8067,5061,1059,25
세종특별자치시  (3611000000),378196,378196,47021,46963,39015,61611,74700,50270,34347,15128,7778,1331,32,188778,188778,23986,23665,20005,30034,37651,26327,17053,7061,2717,272,7,189418,189418,23035,23298,19010,31577,37049,23943,17294,8067,5061,1059,25
세종특별자치시  조치원읍(3611025000),43113,43113,2861,4164,6533,5289,6734,6782,5737,3101,1654,250,8,22501,22501,1474,2165,3737,2949,3610,3598,2889,1376,641,61,1,20612,20612,1387,1999,2796,2340,3124,3184,2848,1725,1013,189,7
세종특별자치시  연기면(3611031000),2750,2750,92,86,378,380,328,493,563,243,156,30,1,1557,1557,44,43,223,250,211,310,307,118,50,1,0,1193,1193,48,43,155,130,117,183,256,125,106,29,1
세종특별자치시  연동면(3611032000),3103,3103,87,121,277,272,338,491,717,423,313,63,1,1637,1637,42,60,180,167,205,271,392,211,95,14,0,1466,1466,45,61,97,105,133,220,325,212,218,49,1
세종특별자치시  부강면(3611033000),6088,6088,289,355,700,690,786,1038,1130,621,415,63,1,3379,3379,146,195,457,440,498,613,584,268,157,20,1,2709,2709,143,160,243,250,288,425,546,353,258,43,0
세종특별자치시  금남면(3611034000),8859,8859,318,367,896,908,999,1542,1875,1119,713,118,4,4712,4712,169,183,512,556,611,852,1011,550,239,28,1,4147,4147,149,184,384,352,388,690,864,569,474,90,3
세종특별자치시  장군면(3611035000),7045,7045,247,308,1030,953,945,1316,1199,611,379,56,1,4095,4095,126,142,664,652,634,774,660,291,138,14,0,2950,2950,121,166,366,301,311,542,539,320,241,42,1
세종특별자치시  연서면(3611036000),7295,7295,280,402,832,705,828,1189,1471,892,613,80,3,3992,3992,133,209,563,442,499,694,781,416,237,17,1,3303,3303,147,193,269,263,329,495,690,476,376,63,2
세종특별자치시  전의면(3611037000),5531,5531,178,332,548,464,641,1003,1092,672,522,76,3,2959,2959,97,184,347,287,377,569,589,302,193,14,0,2572,2572,81,148,201,177,264,434,503,370,329,62,3
세종특별자치시  전동면(3611038000),3349,3349,74,111,251,214,310,652,873,485,320,59,0,1798,1798,34,64,135,128,199,386,485,245,112,10,0,1551,1551,40,47,116,86,111,266,388,240,208,49,0
세종특별자치시  소정면(3611039000),2228,2228,79,168,225,175,283,424,421,251,177,25,0,1176,1176,38,75,130,116,169,245,227,112,58,6,0,1052,1052,41,93,95,59,114,179,194,139,119,19,0
세종특별자치시  한솔동(3611051000),18472,18472,2216,3280,1684,2242,4187,2864,1265,492,201,41,0,9104,9104,1176,1656,845,1028,1951,1518,636,215,69,10,0,9368,9368,1040,1624,839,1214,2236,1346,629,277,132,31,0
세종특별자치시  새롬동(3611051500),39175,39175,5594,5653,4239,7111,8678,4680,2194,685,270,70,1,19043,19043,2812,2772,2009,3285,4266,2435,1054,319,83,8,0,20132,20132,2782,2881,2230,3826,4412,2245,1140,366,187,62,1
세종특별자치시  도담동(3611052000),33710,33710,4009,4678,4104,5522,7102,4498,2338,920,442,96,1,16258,16258,2053,2339,1843,2627,3381,2336,1121,409,135,14,0,17452,17452,1956,2339,2261,2895,3721,2162,1217,511,307,82,1
세종특별자치시  해밀동(3611052500),8652,8652,1683,1085,568,1788,1948,902,424,176,71,7,0,4228,4228,867,542,262,809,980,459,194,83,28,4,0,4424,4424,816,543,306,979,968,443,230,93,43,3,0
세종특별자치시  아름동(3611053000),23268,23268,3063,4367,1874,3118,5760,2984,1391,502,176,32,1,11517,11517,1582,2321,934,1382,2720,1609,653,247,60,8,1,11751,11751,1481,2046,940,1736,3040,1375,738,255,116,24,0
세종특별자치시  종촌동(3611054000),28886,28886,4125,4300,2415,4796,6267,3570,2159,842,361,51,0,14036,14036,2125,2127,1162,2242,3056,1820,980,388,126,10,0,14850,14850,2000,2173,1253,2554,3211,1750,1179,454,235,41,0
세종특별자치시  고운동(3611055000),34221,34221,5476,5130,2469,5694,7907,3761,2563,927,251,42,1,16751,16751,2788,2615,1228,2609,3941,1828,1191,461,82,8,0,17470,17470,2688,2515,1241,3085,3966,1933,1372,466,169,34,1
세종특별자치시  소담동(3611055500),21293,21293,3413,2587,1933,4196,4426,2477,1566,507,156,31,1,10392,10392,1718,1280,945,1966,2207,1226,761,239,47,3,0,10901,10901,1695,1307,988,2230,2219,1251,805,268,109,28,1
세종특별자치시  반곡동(3611055600),22786,22786,3989,1998,2573,6303,4102,2212,1116,326,125,40,2,11223,11223,2024,952,1153,3074,2149,1127,543,164,29,7,1,11563,11563,1965,1046,1420,3229,1953,1085,573,162,96,33,1
세종특별자치시  보람동(3611056000),18868,18868,2768,2616,1766,3159,3984,2489,1435,463,147,39,2,9244,9244,1410,1334,868,1447,1949,1272,691,218,47,7,1,9624,9624,1358,1282,898,1712,2035,1217,744,245,100,32,1
세종특별자치시  대평동(3611057000),11294,11294,1603,1129,1306,2087,2099,1725,930,269,126,19,1,5622,5622,855,574,665,1020,1051,830,452,143,29,3,0,5672,5672,748,555,641,1067,1048,895,478,126,97,16,1
세종특별자치시  다정동(3611058000),28210,28210,4577,3726,2414,5545,6048,3178,1888,601,190,43,0,13554,13554,2273,1833,1143,2558,2987,1555,852,286,62,5,0,14656,14656,2304,1893,1271,2987,3061,1623,1036,315,128,38,0
경기도  (4100000000),13577808,13577808,1079575,1319939,1778450,1888181,2296320,2286203,1699088,785597,385907,56711,1837,6833859,6833859,552339,677360,937495,978886,1168223,1158014,845273,359434,142973,13478,384,6743949,6743949,527236,642579,840955,909295,1128097,1128189,853815,426163,242934,43233,1453
